ID,Title,Author,Date,Genre,Form,Nb of tokens (c.)
"carmontelle-veuve-avare","La Veuve Avare ou A Trompeur Trompeur et Demi","0000000079771756","1768","proverbe","prose","2775"
"sacy-gascon-a-paris","Le Gascon à Paris","0000000083390649","1778","","prose","1803"
"dorneval-lesage-couplets-en-proces","Les Couplets en Procès","0000000121298262 0000000121258113","1730","","mixte","2969"
"anonyme-d-alcippe-et-de-drionice","Dialogue d'Alcippe et de Dionice","","1659","dialogue","prose","1219"
"cadet-gassicourt-souper-de-moliere","Le Souper de Molière","","1795","","mixte","8788"
"cyrano-pedant-joue","Le Pédant Joué","0000000112972841","1654","comedy","prose","29692"
"aristophane-guepes","Les Guêpes","","1897","comedy","verse","14876"
"nadaud-double-aveu","Un Double Aveu","000000012281664X","1896","comedy","verse","1211"
"sacy-sympathie","La Sympathie","0000000083390649","1778","","prose","4737"
"donneau-de-vise-vengeance-des-marquis","La Réponse A l'Impromptu de Versailles","0000000108664651","1664","comedy","prose","5598"
"dancourt-desolation-des-joueuses","La Désolation des Joueuses","0000000110220873","1687","comedy","prose","7491"
"donneau-de-vise-embarras-de-godard","L'Embarras de Godard","0000000108664651","1668","comedy","verse","8181"
"bernardt-dramaturge-en-plein-labeur","Un Dramaturge en Plein Labeur, Comédie","0000000121371490","1930","comedy","prose","1554"
"sedaine-manteau-ecarlate","Le Manteau Ecarlate","","1784","proverbe","prose","6018"
"marivaux-epreuve","L'Epreuve","0000000121458289","1740","comedy","mixte","10655"
"dancourt-foire-saint-germain","La Foire Saint Germain","0000000110220873","1697","comedy","prose","10610"
"rotrou-celiane","La Céliane","0000000122831639","1637","tragicomedy","verse","16581"
"gueullette-chaste-isabelle","La Chaste Isabelle","0000000122783489","1756","","prose","2329"
"moliere-tartuffe","Le Tartuffe","0000000123197131","1669","comedy","verse","21542"
"saurin-blanche-et-guiscard","Blanche et Guiscard","0000000108744846","1763","tragedy","verse","12715"
"pifteau-moliere-en-voyage","Molière en Voyage","0000000061418751","1879","comedy","verse","4551"
"scarron-jodelet-dueliste","Le Jodelet Duelliste.","0000000120990126","1646","comedy","verse","16982"
"cros-voyage-a-trois-etoiles","Le Voyage à Trois-Etoiles","0000000121229320","1877","monologue","prose","1883"
"plancher-verre-d-eau","Le Verre d'Eau","","1788","comedy","prose","7714"
"rotrou-amelie","Amélie","0000000122831639","1637","tragicomedy","verse","16198"
"giffard-manuscrit","Le Manuscrit","","1881","comedy","prose","3485"
"favart-acajou","Acajou, Opéra Comique","000000004030873X","1744","","mixte","7160"
"billardon-de-sauvigny-vashington","Washington ou La Liberté du Nouveau Monde","0000000081006092","1791","tragedy","verse","12266"
"sallebray-belle-egyptienne","La Belle Egyptienne","0000000381563261","1640","tragicomedy","verse","17200"
"colle-alfonse","Alfonse Dit l'Impuissant, Tragédie en un Acte","0000000121258527","1740","comedy","verse","4121"
"musset-barberine","Barberine","0000000121334059","1890","comedy","prose","15066"
"garniert-belle-mere","La Belle Mère","0000000083709277","1785","proverbe","prose","3196"
"fatouville-grapinian","Grapinian, ou Arlequin Procureur","0000000000166546","1683","comedy","prose","7756"
"marivaux-pere-prudent","Le Père Prudent et Equitable","0000000121458289","1712","comedy","verse","7893"
"dancourt-galant-jardinier","Le Galant Jardinier","0000000110220873","1704","comedy","prose","10685"
"legrand-famille-extravagante","La Famille Extravagante","0000000122798349","1770","comedy","verse","6826"
"chazet-gassicourt-finot","Finot, ou L'Ancien Portier de M. de Bièvre.","","1798","proverbe","prose","5354"
"labiche-legouve-cigale-chez-les-fourmis","La Cigale chez les Fourmis","0000000122775040 0000000121335799","1892","comedy","prose","8204"
"carmontelle-petit-maitre-par-philosophie","Le Petit Maître par Philosophie","0000000079771756","1778","proverbe","prose","3876"
"boursault-jaloux-endormi","Le Jaloux Endormi","0000000083429101","1662","comedy","verse","6030"
"adenis-homme-qui-ne-peut-pas-siffler","L'Homme qui ne Peut pas Siffler","","1885","monologue","verse","1455"
"beaumarchais-barbier-de-seville","Le Barbier de Séville ou La Précaution Inutile","0000000108829874","1775","comedy","mixte","26537"
"garniert-dissipatrice","La Dissipatrice ou Le Legs","0000000083709277","1785","proverbe","prose","2880"
"anonyme-serail-de-de-lys","Le Sérail de de Lys","","1735","comedy","verse","2091"
"genlis-cloison","La Cloison, Comédie","0000000121386051","1781","comedy","prose","8894"
"puget-de-la-serre-climene","Climène ou Le Triomphe de la Vertu","0000000120990281","1643","tragicomedy","prose","11966"
"la-calprenede-clarionte","Le Clarionte","0000000078201751","1637","tragicomedy","verse","18529"
"pradon-regulus","Régulus","0000000000063096","1687","tragedy","verse","14431"
"dufresny-faux-sincere","Le Faux Sincère","0000000140935001","1731","comedy","verse","16575"
"regnard-vendanges","Les Vendanges, ou Le Bailli d'Anières, Comédie en un Acte","000000012118509X","1731","comedy","mixte","3737"
"boursault-mots-a-la-mode","Les Mots à la Mode","0000000083429101","1694","comedy","verse","10180"
"gillot-regnard-marchand-ridicule","Le Marchand Ridicule, Comédie","000000012118509X","1695","comedy","prose","1392"
"allais-mecontent","Un Mécontent","000000012142939X","1889","monologue","prose","1057"
"linant-alzaide","Alzaïde","","1746","tragedy","verse","10461"
"magnon-zenobie","Zénobie, Reine de Palmire","0000000078207483","1660","tragedy","verse","16413"
"chabanon-faux-noble","Le Faux Noble","0000000108798692","1788","comedy","verse","18056"
"lemierre-guillaume-tell","Guillaume Tell","0000000121441727","1767","tragedy","verse","10362"
"dufresny-noce-interrompue","La Noce Interrompue","0000000140935001","1699","comedy","prose","7394"
"fiot-amour-fantasque","L'Amour Fantasque ou Le Juge de Soi Même","","1682","comedy","verse","8425"
"renard-maitresse","La Maîtresse","0000000041010695 0000000121208319","1927","comedy","prose","10937"
"louet-lemarchant-artistes-de-societe","Les Artistes de Société","","1818","comedy","mixte","4652"
"crebillonf-nuit-et-le-moment","La Nuit et le Moment ou Les Matines de Cythère","0000000110227194","1755","dialogue","prose","30005"
"deshoulieres-genseric","Genseric","","1680","tragedy","verse","13623"
"corneillet-darius","Darius","000000012281648X","1659","tragedy","verse","16971"
"donneau-de-vise-gentil-homme-guepin","Le Gentilhomme Guespin","0000000108664651","1670","comedy","verse","8475"
"moliere-etourdi","L'Etourdi","0000000123197131","1663","comedy","verse","20016"
"feydeau-mouchoir","Le Mouchoir","0000000121184695","1881","monologue","verse","725"
"scudery-comedie-des-comediens","La Comédie des Comédiens","0000000121441372","1635","comedy","mixte","5911"
"anonyme-jus-du-pelerin","Le Jus du Pelerin","0000000121244168","1834","comedy","prose","1167"
"feydeau-petite-revoltee","La Petite Révoltée","0000000121184695","1880","monologue","verse","1398"
"sacy-bavard","Le Bavard","0000000083390649","1778","","prose","2380"
"gilbert-amours-de-diane-et-d-endymion","Les Amours de Diane et d'Endymion","0000000116617599","1657","tragedy","verse","16315"
"rousseau-prisonniers-de-guerre","Les Prisonniers de Guerres","0000000121451116","1752","comedy","prose","5567"
"quinault-stratonice","Stratonice","0000000120962483","1660","tragicomedy","verse","15970"
"magnon-sejanus","Séjanus","0000000078207483","1647","tragedy","verse","14592"
"pic-aricie","Aricie","0000000063048002","1697","","verse","6035"
"haren-agon","Agon, Sultan de Bantam","","1770","tragedy","verse","15980"
"sacy-mysterieux","Le Mystérieux","0000000083390649","1778","","prose","3997"
"moissy-goute","Le Goûté. les Jeux de la Petite Thalie.","0000000083521936","1769","proverbe","prose","3668"
"grevin-cesar","César","0000000117542496","1561","tragedy","verse","11010"
"durant-pour-un-plaisir-mille-douleurs","Pour un Plaisir Mille Douleurs","0000000123478574","1699","proverbe","prose","2385"
"campistron-phocion","Phocion","0000000118280635","1688","tragedy","verse","10756"
"ouville-soupcons","Les Soupçons sur les Apparences","0000000079778325","1650","comedy","verse","15732"
"pradon-scipion","Scipion l'Africain","0000000000063096","1697","tragedy","verse","12975"
"favard-amant-deguise","L'Amant Déguisé","0000000121266500","1754","","verse","2339"
"hugo-les-gueux","Les Gueux","0000000121200982","1830","drama","verse","2159"
"racine-alexandre","Alexandre le Grand","0000000123212338","1697","tragedy","verse","15497"
"beys-celine","Céline ou Les Frères Rivaux.","","1637","tragicomedy","verse","13689"
"anonyme-resurrection-du-sauveur","La Résurrection du Sauveur","0000000121244168","1834","","prose","2974"
"genlis-belle-et-la-bete","La Belle et la Bête","0000000121386051","1829","comedy","prose","4185"
"biancollelli-romagnesi-arcagambis","Arcagambis","000000007975178X 0000000115857945","1726","tragedy","verse","3821"
"legouve-laurence-orzano","Laurence et Orzano","0000000120957414","1784","tragedy","verse","14559"
"lesage-dorneval-ile-gougou","L'Ile du Gougou","0000000121298262 0000000121258113","1720","comedy","prose","6440"
"boyer-porus","Porus","0000000115711997","1648","tragedy","verse","14504"
"monselet-arene-ilote","L'Ilote","0000000109052286 0000000116684345","1875","comedy","verse","4409"
"sacy-trois-ivrognes","Les Trois Ivrognes","0000000083390649","1778","","prose","1309"
"montchretien-carthaginoise","La Carthaginoise","0000000109271876","1601","tragedy","verse","16774"
"barante-dufresny-pasquin-marforio","Pasquin et Marforio.","","1697","comedy","mixte","10170"
"boissy-rival-favorable","Le Rival Favorable","0000000080772860","1739","comedy","verse","14055"
"chazet-dubois-moliere-chez-ninon","Molière chez Ninon ou La Lecture de Tartuffe","","1802","comedy","verse","5971"
"dufresny-chevalier-joueur","Le Chevalier Joueur","0000000140935001","1697","comedy","prose","12381"
"palissot-tuteurs","Les Tuteurs","0000000110254715","1760","comedy","verse","7674"
"anonyme-dialogue-rousseau-voltaire","Dialogue entre Voltaire et Rousseau","","1778","comedy","mixte","1657"
"moissy-heureux-naturel","L'Heureux Naturel.","0000000083521936","1769","proverbe","prose","3518"
"sivry-affaire-d-honneur","Une Affaire d'Honneur","","1881","monologue","prose","1017"
"lemierre-artaxerce","Artaxerce","0000000121441727","1768","tragedy","verse","11090"
"garniert-joueuses","Les Joueuses ou Le Vingt-un","0000000083709277","1785","proverbe","prose","3417"
"biancollelli-arlequin-gentilhomme","Arlequin Gentilhomme par Hasard","000000007975178X","1712","comedy","mixte","17436"
"dufresny-coquette-du-village","La Coquette de Village ou Le Lot Supposé","0000000140935001","1715","comedy","verse","10074"
"boyer-porcie-romaine","La Porcie Romaine","0000000115711997","1646","tragedy","verse","13877"
"lesguillon-saint-yves-protege-de-moliere","Le Protégé de Molière","","1848","comedy","verse","9221"
"regnard-arlequin-bonnes-fortunes","Arlequin, Homme à Bonnes Fortunes.","000000012118509X","1690","comedy","prose","14148"
"ozicourt-belizaire","Bélisaire","","1769","drama","verse","13968"
"racine-mithridate","Mithridate","0000000123212338","1673","tragedy","verse","15832"
"hugues-tyl","Tyl l'Espiegle","000000004101141X","1906","comedy","verse","6150"
"sedaine-defauts-supposes","Les Défauts Supposés","","1788","comedy","verse","6795"
"taconet-epoux-par-chicane","Les Epoux par Chicane","","1759","","mixte","5127"
"diderot-est-il-bon-est-il-mechant","Est-il Bon, Est-il Méchant ?","000000012133370X","1781","comedy","prose","23451"
"carcassonne-le-petit-pretentieux","Le Petit Prétentieux","0000 0001 1756 1275","1889","comedy","prose","2090"
"moliere-ecole-des-maris","L'Ecole des Maris","0000000123197131","1661","comedy","verse","11798"
"genlis-amant-anonyme","L'Amant Anonyme","0000000121386051","1823","comedy","prose","15217"
"bohaire-siege-de-paris","Le Siège de Paris","0000000006394208","1780","tragedy","verse","9508"
"voltaire-brutus","Le Brutus","0000000121280652","1731","tragedy","verse","19633"
"corneillet-camma","Camma, Reine de Galatie","000000012281648X","1661","tragedy","verse","18903"
"hugo-hernani","Hernani ou L'Honneur Castillan","0000000121200982","1830","drama","verse","25350"
"poisson-actrice-nouvelle","L'Actrice Nouvelle","0000000063095896","1722","comedy","verse","6037"
"scarron-dom-japhet-d-armenie","Don Japhet d'Arménie","0000000120990126","1653","comedy","verse","17255"
"moissy-poupee","La Poupée.","0000000083521936","1769","proverbe","prose","4683"
"courteline-rue-de-la-pompe","La Rue de la Pompe","0000000121452784","1892","saynete","prose","959"
"boissy-apologie-du-siecle","L'Apologie du Siècle","0000000080772860","1734","comedy","verse","5997"
"florian-hero-leandre","Héro et Léandre","0000000121244109","1788","","prose","2237"
"bizet-simonot-gilles-tout-seul","Gilles Tout Seul","0000000054886207","1799","vaudeville","mixte","5448"
"dancourt-fetes-nocturnes","Les Fêtes Noctunes du Cours","0000000110220873","1714","comedy","mixte","9138"
"dorimond-femme-industrieuse","La Femme Industrieuse","0000000110644844","1661","comedy","verse","7495"
"marivaux-commere","La Commère","0000000121458289","1741","comedy","prose","11078"
"legouve-eteocle","Etéocle","0000000120957414","1799","tragedy","verse","12019"
"nadal-epouse-du-cantique","L'Epouse du Cantique","0000000118100825","1738","","verse","1277"
"alain-legrand-epreuve-reciproque","L'Epreuve Réciproque","","1711","comedy","prose","6049"
"bergasse-journee-des-dupes","La Journée des Dupes","0000000080815445","1790","tragicomedy","prose","9151"
"moliere-festin-de-pierre","Le Festin de Pierre","0000000123197131","1683","comedy","prose","17877"
"carcassonne-un-duel","Un Duel","0000 0001 1756 1275","1889","comedy","prose","2151"
"gonnet-euphemie","Euphémie","0000000459540933","1858","dialogue","verse","989"
"corneillep-attila","Attila","0000000121296128","1668","tragedy","verse","16890"
"archambault-comedie-a-l-impromptu","La Comédie à l'Impromptu","0000000122816594","1780","comedy","mixte","6265"
"voltaire-la-mort-de-caton","Mort de Caton","0000000121280652","1768","tragedy","verse","11856"
"voisenon-hilas-et-zelis","Hilas et Zélis","","1763","","verse","1385"
"favart-la-fille-mal-gardee","La Fille Mal Gardée","0000000121266500","1758","","mixte","5002"
"bornier-racine","Hommage à Racine","0000000121381437","1855","","verse","1133"
"lafont-naufrage","Le Naufrage ou La Pompe Funèbre de Crispin","","1710","comedy","verse","5638"
"dorneval-jugement-de-paris","Le Jugement de Pâris","0000000121298262","1718","","mixte","3330"
"musset-badine","On ne Badine pas avec l'Amour","0000000121334059","1834","comedy","prose","15048"
"dufresny-regnard-augmentation-baguette","L'Augmentation de la Baguette, Comédie en un Acte","","1693","comedy","mixte","2941"
"cubieres-palmezeaux-bracelets","Les Bracelets","000000008135744X","1775","comedy","prose","7532"
"fagan-isabelle-arlequin","Isabelle Arlequin","0000000081561395","1770","","mixte","3137"
"la-fontaine-florentin","Le Florentin","0000000079848856","1685","comedy","verse","5108"
"champrepus-ulysse","Ulysse","0000000385955035","1603","tragedy","verse","11997"
"rotrou-laure-persecutee","Laure Persécutée","0000000122831639","1639","tragicomedy","verse","18479"
"chamfort-la-jeune-indienne","La Jeune Indienne","","1764","comedy","verse","5664"
"marivaux-mere-confidente","La Mère Confidente","0000000121458289","1735","comedy","prose","14826"
"campistron-achille","Achille et Polixène","0000000118280635","1688","","verse","6897"
"anseaume-chinois","Le Chinois Poli en France","0000000121229179","1755","","verse","3664"
"magnon-josaphat","Josaphat","0000000078207483","1647","tragicomedy","verse","14901"
"baptiste-du-moutier-mascara-de-foire-saint-germain","Mascarade de la Foire Saint-Germain","","1709","","verse","910"
"quinault-amalasonte","Amalasonte","0000000120962483","1661","tragicomedy","verse","16384"
"regnard-democrite","Démocrite","000000012118509X","1700","comedy","verse","18169"
"moissy-deux-medecines","Les Deux Médecines","0000000083521936","1769","proverbe","prose","3467"
"rougemont-discours-de-rentree","Discours de Rentrée","0000000109159155","1838","comedy","prose","8606"
"corneillet-feint-astrologue","Le Feint Astrologue","000000012281648X","1651","comedy","verse","19112"
"courteline-conversion-d-alceste","La Conversion d'Alceste","0000000121452784","1905","comedy","mixte","5615"
"vade-les-troqueurs","Les Troqueurs","0000000122775219","1754","comedy","verse","1680"
"moliere-amants-magnifiques","Les Amants Magnifiques","0000000123197131","1670","comedy","mixte","13376"
"brosse-turne","Le Turne de Virgile","0000000118621460","1647","tragedy","verse","14222"
"chenier-charles-ix","Charles Ix ou L'Ecole des Rois","0000000121235421","1790","tragedy","verse","21722"
"sacy-testament","Le Testament","0000000083390649","1778","","prose","2668"
"hugo-etre-aime","Etre Aimé","0000000121200982","1886","comedy","verse","952"
"pirouette-jeune-homme-bleme","Le Jeune Homme Blême","","1881","monologue","prose","799"
"fuzelier-enfer-galant","L'Enfer Galant","0000000083620416","1729","","mixte","4487"
"boisrobert-amant-ridicule","L'Amant Ridicule","0000000121259263","1655","comedy","verse","2616"
"goulard-agis","Agis","","1782","","verse","4598"
"boyer-clotilde","Clotilde","0000000115711997","1659","tragedy","verse","18093"
"voltaire-olympie","Olympie","0000000121280652","1764","tragedy","verse","16045"
"carmontelle-a-bon-chat-bon-rat","A Bon Chat Bon Rat","0000000079771756","1771","proverbe","prose","6097"
"genest-penelope","Pénélope","0000000115877903","1703","tragedy","verse","17047"
"corneillet-mort-d-achille","La Mort d'Achille","000000012281648X","1673","tragedy","verse","15025"
"durant-on-ne-connait-pas-le-vin","On ne Connait pas le Vin au Cercle","0000000123478574","1699","proverbe","prose","2092"
"boyer-aristodeme","Aristodème","0000000115711997","1648","tragedy","verse","12368"
"le-noble-entretien-scarron-moliere","Entretien de Scarron et de Molière","0000000122769767","1690","dialogue","prose","4280"
"piron-metromanie","La Métromanie ou Le Poète Comédie en Cinq Actes et en vers","0000000121400431","1738","comedy","verse","23027"
"l-estoile-intrigue-des-filous","L'Intrigue des Filous","0000000121355685","1648","comedy","verse","18589"
"corneillet-stlicon","Stilicon","000000012281648X","1664","tragedy","verse","19202"
"boyer-federic","Fédéric","0000000115711997","1660","tragicomedy","verse","16688"
"desmares-merlin-dragon","Merlin Dragon ou La Dragonne","","1690","comedy","prose","7803"
"chevalier-disgrace-des-domestiques","La Disgrâce des Domestiques Comédie Représentée sur le Théâtre Royal du Marais.","0000000390636290","1663","comedy","verse","5754"
"hervilly-silence-dans-les-rangs","Silence dans les Rangs !","000000010927249X","1876","comedy","prose","5829"
"dumas-don-juan","Don Juan de Marana","","1836","drama","mixte","25618"
"poisson-holande-malade","La Hollande Malade, Comédie en un Acte","0000000139288652","1672","comedy","verse","4819"
"gillet-campagnard","Le Campagnard","0000000122762469","1657","comedy","verse","16124"
"sand-aldo-le-rimeur","Aldo le Rimeur","0000000121309531","1833","comedy","prose","11836"
"crebillon-rhadamisthe","Rhadamisthe et Zénobie","0000000121031197","1711","tragedy","verse","12814"
"du-ryer-anaxandre","Anaxandre","0000000110211360","1655","tragicomedy","verse","16545"
"de-caux-marius","Marius","","1702","tragedy","verse","13519"
"legrand-nouveaute","La Nouveauté","0000000122798349","1727","comedy","verse","7057"
"barquebois-rapiniere","La Rapinière","0000000140398197","1683","comedy","verse","19107"
"campan-ferme-partagee","La Ferme Partagée","000000012142955X","1832","proverbe","prose","1904"
"puget-de-la-serre-thomas-morus","Thomas Morus","0000000120990281","1642","tragedy","prose","14974"
"zola-therese-raquin","Thérèse Raquin","0000000120958660","1875","drama","prose","25106"
"piron-gustave-wasa","Gustave Wasa","0000000121400431","1733","tragedy","verse","19594"
"pain-appartement-a-louer","L'Appartement à Louer.","","1799","comedy","mixte","5355"
"marivaux-seconde-surprise-de-l-amour","La Seconde Suprise de l'Amour","0000000121458289","1728","comedy","prose","18240"
"tristan-parasite","Le Parasite","0000000120310178","1654","comedy","verse","17905"
"verconsin-retour-de-bruxelles","Retour de Bruxelles","0000000117513409","1878","comedy","prose","3614"
"arago-mademoiselle-lange","Mademoiselle Lange","0000000080963691","1846","vaudeville","mixte","6013"
"restif-jugement-de-paris","Le Jugement de Pâris Comédie en un Acte et en Prose,","0000000120230602","1773","comedy","prose","5651"
"arnault-horatius-cocles","Horatius Coclès.","0000000110362142","1794","","verse","2412"
"laforgue-nuit-de-noces","Nuit de Noces","0000000108861823","1927","comedy","prose","1844"
"carmontelle-enrage","L'Enragé","0000000079771756","1771","proverbe","prose","2851"
"taconet-nostradamus","Nostradamus","","1756","","verse","4050"
"corneillep-theodore","Théodore Vierge et Martyre","0000000121296128","1646","tragedy","verse","16876"
"mairet-illustre-corsaire","L'Illustre Corsaire","0000000120990425","1640","tragicomedy","verse","18041"
"laujon-hero-leandre","Léandre et Héro","0000000062999682","1779","tragedy","verse","1569"
"dubosc-balance-d-etat","La Balance d'Etat","","1652","tragicomedy","verse","17815"
"garniert-epreuve","L'Epreuve","0000000083709277","1785","proverbe","prose","2832"
"anonyme-dialogue-des-yeux-et-de-la-bouche","Dialogue des Yeux et de la Bouche","","1659","dialogue","prose","2102"
"courteline-animaux-malades-de-la-faim","Les Animaux Malades de la Faim","0000000121452784","1892","saynete","verse","600"
"bonnetain-ma-poupee","Ma Poupée","0000000108007969","1885","monologue","prose","1961"
"gueullette-amant-cochemard","L'Amant Cochemard, Parade.","0000000122783489","1756","","verse","1710"
"quinault-persee","Persée","0000000120962483","1682","opera","verse","8885"
"marivaux-prejuge-vaincu","Le Préjuge Vaincu","0000000121458289","1746","comedy","prose","8507"
"genlis-colombe","La Colombe","0000000121386051","1829","comedy","prose","3729"
"moliere-divertissement-chambord","Le Divertissement de Chambord","0000000123197131","1670","","verse","1109"
"moliere-avare","L'Avare","0000000123197131","1669","comedy","prose","22816"
"sacy-merlin-percepteur","Merlin, Percepteur","0000000083390649","1778","","prose","2741"
"cubieres-palmezeaux-lacrymanie","La Lacrymanie","000000008135744X","1775","comedy","verse","9370"
"corneillep-place-royale","La Place Royale","0000000121296128","1637","comedy","verse","14415"
"montchretien-lacenes","Les Lacènes","0000000109271876","1601","tragedy","verse","16349"
"abeille-coriolan","Coriolan","0000000047469827","1676","tragedy","verse","16357"
"saurin-moeurs-du-temps","Les Moeurs du Temps","0000000108744846","1764","comedy","prose","8331"
"corneillep-surena","Suréna","0000000121296128","1675","tragedy","verse","16296"
"harny-sybille","La Sybille","0000000122812999","1758","comedy","verse","4270"
"la-fontaine-eunuque","L'Eunuque","0000000079848856","1654","comedy","verse","19064"
"archambault-janot-battus","Janot","0000000122816594","1779","proverbe","prose","8316"
"carmontelle-cafe-borgne","Le Café Borgne","0000000079771756","1770","proverbe","prose","3227"
"beissier-guignol-en-enfer","Guignol en Enfer","0000 0001 1474 4543","1894","comedy","prose","3072"
"voltaire-samson","Samson","0000000121280652","1732","opera","verse","5751"
"saurin-beverlei","Béverlei","0000000108744846","1821","drama","verse","13600"
"cressonnois-monsieur-qui-ne-veut-pas-fumer","Un Monsieur qui ne Veut Plus Fumer","","1881","monologue","verse","1074"
"marivaux-joie-imprevue","La Joie Imprévue","0000000121458289","1760","comedy","prose","9993"
"tristan-mort-de-chrispe","La Mort de Chrispe","0000000120310178","1645","tragedy","verse","16471"
"pradel-moliere-avignon","Molière et Mignard à Avignon","0000000079910269","1829","comedy","mixte","5237"
"nivelle-ecole-des-amis","Ecole des Amis","0000000081559471","1749","comedy","verse","17985"
"marivaux-surprise-de-l-amour","La Surprise de l'Amour","0000000121458289","1723","comedy","prose","17439"
"boursault-portrait-du-peintre","Le Portrait du Peintre","0000000083429101","1663","comedy","verse","7051"
"corneillet-galant-double","Le Galant Doublé","000000012281648X","1659","comedy","verse","17924"
"rousseau-narcisse","Narcisse","0000000121451116","1752","comedy","prose","12482"
"brecourt-ombre-de-moliere","L'Ombre de Molière","0000000107793531","1674","comedy","prose","8162"
"desfontaines-saint-genest","L'Illustre Comédien ou Le Martyre de Saint-Genest.","0000000079800158","1645","tragedy","verse","14225"
"anonyme-pont-aux-anes","Farce Nouvelle Fort Joyeuse du Pont aux Anes","","","farce","verse","2222"
"vallee-forte-romaine","La Forte Romaine","","1656","tragedy","verse","14979"
"scudery-orante","Orante","0000000121441372","1636","tragicomedy","verse","15029"
"deshoulieres-mort-de-cochon","La Mort de Cochon","","1688","tragedy","verse","1550"
"vige-othello","Othello","","1867","monologue","verse","2132"
"duche-absalon","Absalon","0000000121326884","1702","tragedy","verse","15544"
"boissy-je-ne-sais-quoi","Le je ne Sais quoi","0000000080772860","1731","comedy","verse","9592"
"genlis-ile-heureuse","L'Ile Heureuse","0000000121386051","1829","comedy","prose","5920"
"nivelle-prejuge-a-la-mode","Le Préjugé à la Mode","","1735","comedy","verse","18258"
"vade-impromptu-du-coeur","L'Impromptu du Coeur","0000000122775219","1757","","mixte","3856"
"nadal-esther","Esther","0000000118100825","1738","","verse","1331"
"dufresny-reconciliation-normande","La Réconciliation Normande","0000000140935001","1719","comedy","verse","14548"
"somaize-veritables-precieuses","Les Véritables Précieuses","0000000083742499","1660","comedy","prose","7136"
"le-franc-didon","Didon","0000000081179698","1734","tragedy","verse","16374"
"gueullette-marchand-de-merde","Le Marchand de Merde","0000000122783489","1720","","prose","2169"
"romagnesi-rancune","La Rancune","0000000121193196","1755","comedy","verse","5653"
"voltaire-guebres","Les Guèbres","0000000121280652","1769","tragedy","verse","15570"
"nivelle-fausse-antipathie","La Fausse Antipathie","0000000081559471","1734","comedy","verse","13008"
"rotrou-deux-pucelles","Les Deux Pucelles","0000000122831639","1639","tragicomedy","verse","17787"
"scribe-jeune-docteur","Le Jeune Docteur","000000012122970X","1861","proverbe","prose","6452"
"anseaume-tableau-parlant","La Tableau Parlant","0000000121229179 0000000120961261","1816","","verse","7475"
"dancourt-inconnu","Nouveau Prologue, et Nouveaux Divertissements","0000000110220873","1697","comedy","prose","8275"
"vondrebeck-alard-forces-de-l-amour","Les Forces de l'Amour et de la Magie","","1678","","prose","2715"
"la-fontaine-galatee","Galatée","0000000079848856","1682","opera","verse","2614"
"mercier-liberateur","Le Libérateur","0000000121280441","1797","comedy","prose","6205"
"la-forge-joueuse-dupee","La Joueuse Dupée","","1664","comedy","verse","7669"
"nizas-sauvage-en-france","Le Sauvage en France","","1760","comedy","prose","16479"
"durant-oisivete","Oisivité Est Mère de Tous les Vices","0000000123478574","1699","proverbe","prose","1825"
"poinsinet-fra-maconnes","Les Fra-Maçonnes","","1754","","verse","3294"
"rousseau-engagement-temeraire","L'Engagement Téméraire","0000000121451116","1747","","verse","8714"
"rayssiguier-palinice","Palinice, Circeine et Florice","","1634","tragicomedy","verse","14317"
"mayeur-eleve-de-la-nature","L'Elève de la Nature","0000000032320202","1781","comedy","prose","5810"
"corneillep-toison","La Conquête de la Toison d'or","0000000121296128","1661","tragedy","verse","22073"
"dancourt-madame-artus","Madame Artus","0000000110220873","1707","comedy","verse","16687"
"pousset-de-montauban-zenobie","Zénobie Reine d'Arménie","","1653","tragedy","verse","14990"
"carmontelle-la-chanoine-de-reims","Le Chanoine de Reims","0000000079771756","1781","proverbe","prose","3312"
"allais-bon-bougre","Le Pauvre Bougre et le Bon Génie","000000012142939X","1889","","prose","3286"
"brosse-aveugle-clairvoyant","L'Aveugle Clairvoyant","","1650","comedy","verse","16184"
"audiffret-albert-durer","Albert Durer","0000000009226779","1861","","mixte","5099"
